PY129;Vert d'or (complexe azo cuivre);#8A8A1E;TRANSPARENT;MEDIUM;0.80
PY139;Jaune isoindolinone;#F0A800;SEMI_OPAQUE;MEDIUM;0.85
PY150;Jaune azo de nickel;#C9A32A;TRANSPARENT;MEDIUM;0.85
PY151;Jaune benzimidazolone (nuance verte);#F0C41A;TRANSPARENT;MEDIUM;0.85
PY153;Jaune dioxine de nickel;#D9992A;TRANSPARENT;MEDIUM;0.85
PY154;Jaune benzimidazolone;#F5C21A;SEMI_OPAQUE;MEDIUM;0.85
PY155;Jaune bisacetoacetanilide;#F5D71A;SEMI_TRANSPARENT;MEDIUM;0.85
PY128;Jaune azo condense;#F2B814;SEMI_TRANSPARENT;MEDIUM;0.85
PY216;Jaune azoique (nuance orangee);#F0A81E;SEMI_OPAQUE;MEDIUM;0.85
PY175;Jaune benzimidazolone citron;#F6E64A;SEMI_TRANSPARENT;MEDIUM;0.80
PY184;Vanadate de bismuth;#F7D21A;OPAQUE;MEDIUM;0.80;#F7E8AC
PBr24;Titanate de chrome (jaune de Naples de substitution);#E5B45E;OPAQUE;MEDIUM;0.50

# --- Oranges ---
PO20;Orange de cadmium;#EE7318;OPAQUE;VERY_SLOW;0.80
PO36;Orange benzimidazolone fonce;#E06A12;SEMI_OPAQUE;MEDIUM;0.85
PO43;Orange perinone;#E85A14;TRANSPARENT;MEDIUM;0.90
PO62;Orange benzimidazolone;#F0821A;SEMI_OPAQUE;MEDIUM;0.85
PO67;Orange pyrazoloquinazolone;#F07018;SEMI_OPAQUE;MEDIUM;0.85
PO71;Orange pyrrole (DPP);#EE5A1A;TRANSPARENT;MEDIUM;0.90
PO73;Orange pyrrole;#EE5A1A;TRANSPARENT;MEDIUM;0.90

# --- Rouges ---
NR9;Garance naturelle (laque);#C44A62;TRANSPARENT;SLOW;0.55;#EEC0C8
PR83;Alizarine (garance de synthese);#8E1B2E;TRANSPARENT;SLOW;0.85;#D4A8B4
PR106;Vermillon (sulfure de mercure);#E03A20;OPAQUE;SLOW;0.80
PR108;Rouge de cadmium;#D9341F;OPAQUE;VERY_SLOW;0.85;#EFB8AC
PR112;Rouge naphtol clair;#DC3B22;SEMI_OPAQUE;MEDIUM;0.85
PR122;Magenta de quinacridone;#A61B5A;TRANSPARENT;MEDIUM;0.95;#E0A8C4
PR149;Rouge perylene;#C8302E;SEMI_OPAQUE;MEDIUM;0.85
PR170;Rouge naphtol;#D8382F;SEMI_OPAQUE;MEDIUM;0.85
PR177;Rouge anthraquinone (alizarine permanente);#9E1B33;TRANSPARENT;MEDIUM;0.90;#D8A6B0
PR179;Marron perylene;#7A2020;SEMI_TRANSPARENT;MEDIUM;0.85
PR188;Rouge naphtol (laque ecarlate);#D62E2A;SEMI_TRANSPARENT;MEDIUM;0.85
PR202;Rouge de quinacridone;#9E1440;TRANSPARENT;MEDIUM;0.95
PR206;Orange brule de quinacridone;#8C3A1E;TRANSPARENT;MEDIUM;0.90
PR207;Ecarlate de quinacridone;#C4242E;TRANSPARENT;MEDIUM;0.90
PR209;Rouge vif de quinacridone;#C41F4A;TRANSPARENT;MEDIUM;0.95
PR254;Rouge pyrrole;#D62B22;OPAQUE;MEDIUM;0.90
PR255;Ecarlate pyrrole;#E0401F;SEMI_OPAQUE;MEDIUM;0.90
PR264;Rubis pyrrole;#A81830;TRANSPARENT;MEDIUM;0.90

# --- Violets ---
PV14;Violet de cobalt;#8A4A8C;SEMI_OPAQUE;FAST;0.50
PV15;Violet d'outremer;#5A4A8C;SEMI_TRANSPARENT;MEDIUM;0.50
PV16;Violet de manganese;#6B3A78;SEMI_OPAQUE;FAST;0.60
PV19;Violet de quinacridone;#B01B5A;TRANSPARENT;MEDIUM;0.95;#DCA6BE
PV23;Violet de dioxazine;#3A1B52;TRANSPARENT;SLOW;0.95;#B4A8C8
PV62;Violet organique;#6B4A8C;SEMI_TRANSPARENT;MEDIUM;0.70

# --- Bleus ---
PB15;Bleu de phtalocyanine;#0E3F73;TRANSPARENT;MEDIUM;1.00;#8FAED2
PB15:3;Bleu de phtalocyanine nuance verte;#0D4A80;TRANSPARENT;MEDIUM;1.00;#8CB4D6
PB15:6;Bleu de phtalocyanine forme epsilon;#0C2F63;TRANSPARENT;MEDIUM;1.00
PB16;Turquoise de phtalocyanine (sans metal);#0E7A86;TRANSPARENT;MEDIUM;0.95
PB27;Bleu de Prusse;#16323C;TRANSPARENT;FAST;0.98;#A2B8C4
PB28;Bleu de cobalt;#2255A4;SEMI_OPAQUE;FAST;0.70
PB29;Bleu outremer;#1F2E7A;TRANSPARENT;MEDIUM;0.80;#A8B0D2
PB35;Bleu ceruleum;#2C7FB8;OPAQUE;MEDIUM;0.60
PB36;Ceruleum au chrome (turquoise de cobalt);#1E7A8C;OPAQUE;FAST;0.60
PB60;Bleu indanthrone;#1E2A52;TRANSPARENT;MEDIUM;0.90;#A6AABE
PB74;Bleu de cobalt fonce;#1B3E8C;SEMI_OPAQUE;FAST;0.70

# --- Pigments a effet ---
# Les gammes qui en proposent ne publient pas de code Colour Index : le fabricant ecrit
# seulement "pigment a effet". Les proprietes ci-dessous sont celles d'un mica metallise.
EFFEKT;Pigment a effet (mica metallise);#C9A24A;SEMI_OPAQUE;MEDIUM;0.50
ALU;Pigment d'aluminium;#B8BABC;OPAQUE;MEDIUM;0.70

# --- Verts ---
PG7;Vert de phtalocyanine nuance bleue;#0A5A46;TRANSPARENT;MEDIUM;1.00;#8FC4B4
PG17;Oxyde de chrome;#4A6B42;OPAQUE;FAST;0.70;#B4C0A8
PG18;Viridien;#0F6B54;TRANSPARENT;MEDIUM;0.60;#A8CBC0
PG19;Vert de cobalt;#2E8A6B;SEMI_OPAQUE;FAST;0.50
PG26;Chromite de cobalt;#1E6B5A;OPAQUE;FAST;0.60
PG36;Vert de phtalocyanine nuance jaune;#0F5E3A;TRANSPARENT;MEDIUM;1.00;#94C6AC
PG50;Titanate de cobalt;#5AA08C;OPAQUE;FAST;0.50
